Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.887,29.681,29.745,29.494,29.426,29.309,29.119,28.955,28.757,28.678,28.52,28.351,28.219,28.094,27.948,27.768,27.619,27.455,27.402,27.194,26.971,26.873,26.714,26.51,26.337,26.197,26.06,26.149,26.315,28.048,27.954,27.929
Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.03,10.72,8.04,6.99,6.84,5.4,5.04,5.14,4.48,4.16,4.27,5.4,5.2,4.83,3.9,3.8,3.68,6.41,7.75,7.77,7.8,7.38,6.93,6.28,5.99,5.83,5.13,5.02,5.64,5.06,4.172
Dominican Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.431,6.294,6.343,6.413,6.379,6.383,6.352,6.388,6.405,6.43,7.26,6.78,6.94,6.3,6.59,5.65,5.16,4.76,5.47,5.21,6.09,6.72,7.35,6.72,7.61,7.28,5.83,5.86,6.18,6.13,7.7,7.121
Algeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,24.38,26.23,27.74,31.84,28.515,25.43,26.64,28.304,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21,10.2,10.334,10.416,10.495,12.248,11.747,11.55
East Asia & Pacific (excluding high income),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.401315492,2.359841438,2.613496994,2.914822243,2.994670223,3.103800606,3.199838993,3.369274832,3.454363544,3.409896581,3.839633218,4.156172975,4.405710415,4.397685399,4.475528579,4.370858265,4.349052377,4.435093615,4.419516703,4.156933332,4.108492453,4.048120197,4.048746847,4.044788788,4.120140607,4.036854986,3.916340632,3.810235058,3.895632475,4.365928898,4.081647254,4.224366301
Early-demographic dividend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.821296571,5.919228087,6.072215902,6.3696006,6.751482725,6.71097743,6.622243967,6.808109166,7.08228424,7.111640628,7.270152871,7.529506412,7.55394047,7.526271898,7.538754692,7.255200831,7.162601952,7.003970051,7.127096495,6.951038636,6.788864011,6.712314578,6.743129982,6.681927847,6.825959833,6.812702131,6.6631231,6.640975439,6.199371888,8.136884247,7.143659993,6.744943167
East Asia & Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.450963139,2.434479725,2.685865473,2.960555146,3.03533413,3.15195489,3.245328685,3.533587817,3.635659687,3.539362791,3.949169924,4.251821771,4.468326611,4.416820188,4.46156236,4.339314899,4.290280848,4.37309693,4.468818884,4.218097809,4.124835186,4.056068611,4.040423846,4.020122975,4.085861405,3.99788689,3.869336668,3.751713803,3.816317549,4.292511947,4.014509823,4.091704472
Europe & Central Asia (excluding high income),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.028298764,5.415247482,6.145370042,7.742932093,9.060703572,9.979927436,11.03063702,12.13362404,12.29397153,10.90312402,10.20908106,9.696103622,9.54398133,9.234825407,8.617142563,8.108900812,7.322548026,7.314093293,9.043539636,8.416263962,7.753574571,7.149645972,7.175459721,7.403618006,7.532516923,7.555312477,7.342057356,7.028235513,7.212846495,7.673194022,7.248437535,NA
Europe & Central Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.933583628,7.50314728,8.661468892,9.660582349,9.937434766,10.28684872,10.51864746,10.69429098,10.60817383,9.791299674,9.084218264,9.091584121,9.112590439,9.101938487,8.721370322,8.077952924,7.162123076,7.069239004,8.896363795,8.976221432,8.719050657,8.929884631,9.166614407,8.923209575,8.525489137,8.058713962,7.453437542,6.869321285,6.64345037,7.077426468,6.9091061,6.267068773
Ecuador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.439,4.589,4.615,4.49,4.632,4.683,4.538,4.622,5.189,4.8,4.25,4.899,5.66,5,3.78,3.55,3.14,3.92,4.61,4.09,3.46,3.23,3.08,3.48,3.62,4.6,3.84,3.53,3.81,6.11,4.5,3.955
"Egypt, Arab Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,8.92,10.92,10.93,11.04,9,8.37,8.03,7.95,8.98,9.26,10.01,10.91,10.32,11.049,10.49,8.8,8.517,9.087,8.756,11.849,12.597,13.154,13.105,13.052,12.45,11.767,9.855,7.851,7.939,7.4,6.959
Euro area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.273798084,8.882322791,10.67209157,11.75974414,11.43647703,11.66312058,11.65979171,11.19108562,10.43778147,9.427740802,8.348106142,8.611402734,8.951122066,9.236463731,9.016801455,8.310566462,7.434041618,7.479709863,9.533409316,10.06196033,10.09922276,11.27429732,11.90934761,11.58426395,10.82533184,9.996105036,9.033082143,8.156872801,7.522523889,7.844200475,7.704372928,6.719189091
Eritrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.313,5.428,5.465,5.49,5.378,5.358,5.492,5.552,5.606,5.616,5.666,5.693,5.677,5.591,5.623,5.639,5.652,5.596,5.645,5.892,5.782,5.693,5.63,5.678,5.797,5.807,5.807,5.697,5.704,7.28,6.802,6.618
Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.93,17.7,22.16,24.21,22.68,22.14,20.7,18.67,15.48,13.79,10.35,11.15,11.28,11.09,9.15,8.45,8.23,11.25,17.86,19.86,21.39,24.79,26.09,24.44,22.06,19.64,17.22,15.25,14.1,15.53,14.78,13.009
Estonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,3.68,6.54,7.56,9.66,9.92,10.37,9.51,11.57,13.36,13.13,10.03,11.29,10.25,8.03,5.91,4.59,5.45,13.55,16.71,12.33,10.02,8.63,7.35,6.41,6.88,5.81,5.41,4.51,6.96,6.18,5.851
Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.132,3.155,3.023,3.1,3.205,3.285,3.475,3.652,3.71,3.508,3.298,3.149,2.975,2.683,2.5,2.472,2.436,2.408,2.387,2.336,2.311,2.292,2.25,2.412,2.573,2.735,2.896,3.058,3.219,4.126,3.93,4.018
European Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.518164896,9.219989669,10.81521171,11.50168913,11.0599384,11.09398358,10.87056808,10.44214002,10.18041688,9.830654814,9.196404147,9.538562597,9.639374623,9.874627612,9.566711957,8.622361679,7.447038993,7.201691349,9.121364529,9.794718506,9.831281642,10.7978827,11.31736953,10.83641055,10.01804378,9.104986759,8.123023859,7.253803188,6.679809779,7.054818762,7.00142829,6.090948803
Fragile and conflict affected situations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.443282448,4.380018069,4.368180404,4.485439514,5.020541518,5.345056914,5.507301093,5.775913936,5.987919545,5.959323249,5.885021565,5.898214981,5.777672969,5.606565273,5.264923255,5.133972883,5.036192555,5.059833868,5.138138847,5.220399333,5.258952249,5.281138951,5.295280421,5.494398014,5.590547444,5.709334787,5.903472456,5.919757766,5.983253264,6.860828057,7.036870622,6.698456614
Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,11.6,16.2,16.43,17,15.57,14.97,13.21,11.69,11.13,10.29,10.42,10.47,10.36,8.38,7.72,6.85,6.37,8.25,8.39,7.78,7.69,8.19,8.66,9.38,8.82,8.64,7.36,6.69,7.76,7.61,6.801
Fiji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.911,4.655,4.778,4.696,4.778,4.716,4.929,4.82,4.599,4.912,4.798,4.762,4.829,4.7,3.89,3.956,4.117,4.166,4.325,4.308,4.41,4.425,4.318,4.277,4.286,4.32,4.261,4.315,4.442,4.794,4.929,4.334
France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13,10.2,11.32,12.59,11.83,12.37,12.57,12.07,11.98,10.22,8.61,8.7,8.31,8.91,8.49,8.45,7.66,7.06,8.74,8.87,8.81,9.4,9.92,10.29,10.35,10.05,9.41,9.02,8.41,8.01,7.86,7.445
Faroe Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.799,17.96,17.78,17.716,17.62,17.576,17.461,17.433,17.61,17.391,17.234,17.204,17.076,17.028,16.91,17.737,18.272,19.19,19.834,20.39,20.418,20.489,20.507,20.565,20.601,20.668,20.732,20.747,20.695,21.726,21.836,21.469
United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,9.77,10.35,9.65,8.69,8.19,7.07,6.2,6.04,5.56,4.7,5.04,4.81,4.59,4.75,5.35,5.26,5.62,7.54,7.79,8.04,7.88,7.52,6.11,5.3,4.81,4.33,4,3.74,4.472,4.826,3.571
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,5.4,5.4,8.4,7.6,11.5,11.5,14.53,13.8,10.82,11.16,12.59,11.51,12.62,13.81,13.57,13.28,17.87,20.71,20.2,19.63,19.65,19.42,17.44,16.51,16.6,13.94,12.67,11.57,11.73,12.208,11.311
Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,4.7,5.266,5.881,6.451,7.026,7.625,8.2,10.1,10.46,9.492,8.519,7.541,6.574,5.609,4.64,4.865,4.975,5.243,5.38,4.223,3.225,2.17,4.495,6.81,5.106,3.37,3.429,3.463,3.774,3.919,3.867
Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.548,4.54,4.512,4.536,4.528,4.535,4.526,4.56,4.561,4.59,4.573,4.55,4.652,4.66,4.677,4.74,4.66,4.739,4.871,4.782,4.795,4.816,4.883,4.916,4.942,4.833,4.871,4.977,5.02,5.945,5.82,5.749
"Gambia, The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.931,7.989,8.058,8.169,8.219,8.26,8.277,8.369,8.385,8.47,8.535,8.777,8.661,8.731,8.986,9.029,9.038,9.056,9.131,9.231,9.607,9.42,8.592,7.786,6.814,5.959,5.038,4.13,4.18,5.096,4.981,4.78
Guinea-Bissau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.956,2.99,2.991,2.991,2.99,2.957,2.991,3.2,3.035,3.017,3.042,3.068,3.067,3.062,3.062,3.082,3.085,3.095,3.103,3.104,3.093,3.16,3.14,3.163,3.142,3.151,3.162,3.2,3.175,3.605,3.687,3.583
Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.419,7.572,7.678,7.754,7.804,7.902,7.983,7.991,8.008,7.999,8.105,8.179,8.208,8.129,8.105,8.037,7.986,7.942,8.057,8.398,8.299,8.191,8.084,8.097,8.205,8.227,8.263,8.2,8.277,9.295,9.147,8.689
Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,7.84,8.61,8.86,9.06,9.65,9.57,10.84,11.85,11.24,10.46,9.98,9.41,10.31,9.99,9.01,8.4,7.76,9.62,12.71,17.86,24.44,27.47,26.49,24.9,23.54,21.49,19.29,17.31,16.31,14.71,12.162
Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.656,2.638,2.669,2.676,2.664,2.723,2.699,2.694,2.733,2.75,2.793,2.767,2.81,2.97,3.053,3.082,3.14,3.314,3.489,3.5,3.095,2.76,3.02,2.72,2.51,2.58,2.46,2.28,2.19,3.359,2.942,2.569
Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,3.84,5.53,7.6,7.9,8.28,9.67,7.74,13.95,15.32,13.21,11.39,9.754,7.7,7,7.4,8.3,8.712,9.3,8.2,13.3,12.2,11.5,7.6,6.9,5.4,5.43,5.547,5.477,6.577,6.25,6.134
Guyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.954,11.9,11.873,11.847,11.884,11.818,11.827,11.935,11.84,11.89,11.812,11.81,11.576,11.279,11.027,10.7,10.943,11.301,11.538,11.812,12.058,12.333,12.64,12.954,13.252,13.475,13.757,14.02,13.52,15.589,14.905,12.358
High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.766544288,7.316874933,7.844495464,7.848143799,7.451955911,7.425889597,7.13637742,7.05098038,6.92179409,6.536682287,6.505228295,7.023955067,7.135905873,6.980931606,6.685480461,6.154900062,5.621515155,5.867816626,7.946327736,8.196633803,7.870315826,7.903466025,7.818154906,7.215259819,6.629475164,6.15214185,5.593078738,5.081764428,4.772801374,6.510182938,5.611020024,4.511661269
"Hong Kong SAR, China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.96,1.96,1.9,3.22,2.83,2.22,4.58,6.25,4.92,5.09,7.28,7.86,6.74,5.58,4.77,4.01,3.56,5.26,4.33,3.42,3.29,3.4,3.3,3.31,3.39,3.12,2.81,2.92,5.81,5.17,5.058
Honduras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,3.06,3.116,3.237,3.24,4.37,3.32,4.02,3.85,3.855,4,4.02,5.3,5.99,4.91,3.57,3.21,3.16,3.29,4.12,4.47,3.75,5.65,7.08,6.15,6.73,5.53,5.62,5.55,10.68,7.947,7.099
Heavily indebted poor countries (HIPC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.961855147,5.030568014,5.01200433,4.987047231,4.906895575,4.944888132,4.965077367,5.001236484,5.114994793,5.148172594,5.075114571,5.040244496,5.012935187,4.880484205,4.752429786,4.703838147,4.660618224,4.642867769,4.709042773,4.915492884,4.868754267,4.705053631,4.448116944,4.48612177,4.672703149,4.639702189,4.673842069,4.61918565,4.63446813,5.453946848,5.119614745,5.024418563
Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.14,11.015,10.684,10.641,10.18,9.68,9.71,11.39,13.56,16.06,15.82,15.05,13.92,13.66,12.6,11.13,9.91,8.53,9.2,11.62,13.68,15.93,17.25,17.29,16.18,13.1,11.21,8.43,6.62,7.51,7.61,6.746
Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.562,7.619,7.577,7.615,7.301,7.325,7.296,7.255,7.2,8.408,9.635,10.826,11.999,13.308,14.42,15.664,16.8,16.298,15.658,15.383,14.56,14.1,13.958,13.96,13.888,13.852,13.786,13.755,13.781,15.085,15.017,14.836
Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,9.94,12.1,10.85,10.17,10.02,8.99,8.93,6.93,6.56,5.67,5.61,5.79,5.83,7.19,7.49,7.41,7.82,10.03,11.17,11.03,11,10.18,7.73,6.81,5.11,4.16,3.71,3.42,4.25,4.05,3.423
IBRD only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.674220938,4.723004846,4.962052778,5.353581617,5.721079921,5.863561178,5.981740969,6.245959819,6.530898282,6.450591961,6.646639932,6.891423713,7.031228467,6.913890372,6.893435518,6.631517349,6.421999183,6.34524661,6.665253073,6.449788639,6.304051634,6.198656312,6.188157162,6.172960633,6.294856119,6.398734994,6.320694962,6.181857001,5.981254976,7.397135395,6.537495512,6.214367958
IDA & IBRD total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.567009616,4.614435739,4.822594774,5.155040284,5.453591521,5.584785726,5.68598063,5.91610997,6.157951991,6.08928547,6.244763726,6.437490249,6.545157703,6.42610152,6.38459523,6.140926349,5.966335825,5.912340439,6.176678926,5.983170577,5.868868756,5.797350296,5.791239071,5.755641133,5.911201555,5.995452036,5.951118581,5.843179529,5.717657886,6.998229884,6.343467262,6.061194346
IDA total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.037994372,4.083443365,4.148526359,4.205554866,4.183176487,4.276465908,4.309675347,4.3942263,4.447082405,4.446530468,4.443463033,4.43248792,4.426911572,4.326489486,4.219799458,4.074525826,4.064605657,4.127122351,4.187733343,4.113740132,4.148511914,4.226015257,4.259111609,4.171070874,4.485015441,4.526199939,4.638699117,4.667223977,4.813361551,5.684068499,5.675257428,5.563803716
IDA blend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.991742707,3.071990307,3.256562976,3.444493903,3.518648393,3.732519401,3.738277811,3.889777756,3.845662811,3.705880681,3.576680752,3.402599153,3.283649228,3.137171732,3.014472695,2.896587461,2.713865563,2.738527603,2.788807503,2.856302132,2.903433333,3.256620877,3.636353541,3.29015439,4.052503648,4.23514961,4.51758273,4.760595183,5.21497405,6.203104346,6.170713537,6.102046983
Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,2.73,2.78,4.37,4.597,4.86,4.68,5.46,6.36,6.08,6.08,6.6,6.66,7.3,7.94,7.55,8.06,7.21,6.11,5.61,5.15,4.47,4.34,4.05,4.51,4.3,3.78,4.39,3.59,4.25,3.83,3.554
IDA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.489888108,4.521067167,4.53249172,4.53316849,4.468237274,4.512104159,4.559905168,4.615244725,4.711938839,4.775557306,4.831010325,4.893717104,4.93941029,4.860402261,4.759689043,4.602044623,4.672105806,4.753774153,4.823373457,4.688945742,4.719135941,4.66594589,4.537885147,4.565169533,4.680093951,4.657081421,4.692746866,4.625658665,4.633770893,5.451807274,5.434772,5.303174758
Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.737,6.815,6.798,6.83,7.014,7.181,7.279,7.487,7.709,7.77,7.957,8.102,8.36,8.531,8.7,8.625,8.536,8.354,8.384,8.319,8.168,8.095,8.037,7.981,7.915,7.842,7.733,7.65,6.51,10.195,7.713,7.33
Not classified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.77,15.02,15.57,14.54,11.97,11.69,10.19,7.7,5.8,4.32,3.68,4.22,4.48,4.49,4.34,4.41,4.98,6.77,12.61,14.53,15.35,15.45,13.73,11.86,9.91,8.37,6.71,5.74,4.95,5.62,6.19,4.362
"Iran, Islamic Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,10.843,10.451,10.064,9.574,9.1,9.795,10.396,11.042,11.582,12.298,12.8,11.503,10.3,11.81,11.52,10.77,10.63,12.11,13.68,12.49,12.27,10.6,10.68,11.17,12.62,12.23,12.19,10.74,9.69,10.818,10.964
